Text,Label
Very less comedy and it was more of a informative episode. Punches were lacking. It shouldn&#39;t become a question and answer session. Appreciate the concept and acting.,not tulu
Kannada padoo kammi malple tulu natakod,not offensive
Nikk tovare atijanda nadap nayi,offensive untargeted
If imposing Hindi in Karnataka is wrong then imposing Kannada in Tulu region is not correct.,not tulu
Pettukammi drama Atta,not offensive
Beary boka Tulu .. Kudladha Perfect combination. Thelth thelth sakaand,not offensive
Comedy karma Yenchi saavda,offensive untargeted
"ಮಾರ್ರೆ.... ಏತ್ ನಾಯಿ.,.",offensive untargeted
Tulu bevarciii pitcher,offensive untargeted
In karavali region people use Tulu and konkani more than kannada,not tulu
😂😂😂😂 ench saav mare,offensive untargeted
Karmada accting mana maryade  ejjinda pura apunde.. Kir kiri ..undu comedy atthu.... tuuuuuu,not offensive
undu yadde aathijji copy for devudas kapikad,not offensive
nana deverna bagged comedy agathya ejji niklna undhuve last,not offensive
Swalp kannadadalli heli...nange tulu gottilla...naavu nagtivi,not tulu
Plumber na onji malpule private challenge&#39;,not offensive
Rate Da aushwarya Kammi,offensive targeted
Tulunadu agbeku,not tulu
ಫಸ್ಟ್ ದ   ಇಂಗ್ಲಿಷ್  ಮಾತ್ರ  ಸೂಪರ್ 😂,not offensive
😂 Tulu nank kannada p**k,offensive untargeted
Wowwwwww yeth porluda padya. yeth artha undu,not offensive
Pukuli naduga Bale,offensive untargeted
enchi pankda comedy saavu,offensive untargeted
"nikleg yepa jathi da marl unthuva🤦""",not offensive
Yedde aand rakshlithakka .....anchane malpodu ...😂😂,not offensive
Daye budyerandh,not offensive
thooo marayaree enchina song,not offensive
My fvrt team kudla kusal,not offensive
Wow super undu movie ❤️🥰,not offensive
Imbe comment section thoonda.. saipenandh,not offensive
Masth porluda episode bolarannna buka walter anna nikleg mokeda solmelu,not offensive
"Undhet kaashipatnadarna acting sooper, but judgenskulu manju Rai n matra mast pugarver, daayeg?",not offensive
aik podu mohan lal na punk odpu,not offensive
Adu bashe alla bevarsi appe baase,offensive untargeted
Ninage mariyadhi unta? 🤣,not tulu
ಬಾರಿ ಸೋಕು ಮಾರ್ರೆ 😂,not offensive
"""finally, y this much time taking to upload?""",not tulu
sala tegedu call dethiji,not offensive
Thorpu thorpu ejjinda Yan thorpoda,not offensive
docter acting super nice body language and others act also good,not tulu
Marl,offensive untargeted
appe teacher ath ninna amme teacher 😂😂😂,not offensive
"""onji churula yedde aathiji,topik apagapaga change avondu ithnd,parake sandayilekka aathnd""",not offensive
Dabba... Hindu darmada avahelana,not offensive
Dada mare English patherunu All,offensive untargeted
Not up to expectations... When compared to previous performances...poor concept and script.,not tulu
Sox odeg ninna ammena,offensive untargeted
Yenchi savoda acting Bakwaas comedy!!!!!,offensive untargeted
"""deverna comedy budle....",not offensive
Aravind Bolar acting kudukana over actingStory onthe laik malpule,not offensive
"Ayag pukulin Google d sarch manpoli,",not offensive
ಮಲ್ಪುನು ಮೊಕುಲು  ಅಲ್ಮೇಸುನು ನಮ್ಮಕುಲು,not tulu
ಬಲೇ ಬಪ್ಪರ್ ರ್ಪಾತೆರ್ಲೆ,not offensive
Super bro yedde arta undu,not offensive
Istelladarallu modaligaru bharathiyaru adre e daridra rajakiya dinda ella videsha davaru kandu hididirare anthane history odistidare,not offensive
Havya Kannada alwa Nimdu ❤,not tulu
Nice vlog Rakshita.❤,not tulu
Overact jaasthi aand,not offensive
"He lost his pukuli 😂😂""",not tulu
darmogu keriyar ata mare😂😂,not offensive
Thanvi akka 👌👌 Yan thupe   yepa. Barpar kuda siriyalg.  Iren thupayare kathodulle,not offensive
+harish kulal .gotthavandh ireg ireg bethe kelsa ijja,not offensive
"""ನಮ್ಮ ತಂಡದ ಒಂದು ಚಿಕ್ಕ ಪ್ರಯತ್ನ ದಯವಿಟ್ಟು ನಮ್ಮ ಈ ಕಿರು ಚಿತ್ರ ನೋಡಿ ಆಶೀರ್ವದಸಿ🙏",not tulu
ಈ ಪೊಣ್ಣಗ್ ಪನ್ಪಿನಗುಲ್ ಯೇ ರ್ಲಾ ಇಜ್ಜೆರ,not offensive
My favourite song thanks for the update sir,not tulu
ನಾನು  ತಿಳಿದ  ಮಟ್ಟಿಗೆ ಗಂಡು ಕೋಳಿಗೆ  ಅದರ  ಗರಿ ಬಣ್ಣದ  ಮೇಲೆ  25 ಕ್ಕಿಂತ ಹೆಚ್ಚು ಹೆಸರುಗಳಿವೆ. ಬಲ್ಲವರು ಅದರ  ಎಲ್ಲಾ ಹೆಸರು ತಿಳಿಸ ಬೇಕಾಗಿ  ವಿನಂತಿ.,not tulu
Very very boring kaidekudu muttodu ethusathi panpuni. Auv  jok apujji.  Thelikene barpujji,not offensive
judge nakulu mathernekla yedde massage yedde massage koryar pand panondu ether kelavonji  team da performance d ..but e performance dla oikla kammi ejandina athyacharada bagge onji msg korther daye yerla onji patherala daala pandijar gothaiji....?baari malla issue namma tulunad ad pothnd .avena bagge patherna yedde msg attha...?so sad,not offensive
@deepak-tt3zd  ninde apppande pari...  nikk  daane kirmbuna,offensive untargeted
good program BT double meaning over athnd churu kammi aodu,offensive targeted
"Eagl nigalegh masthhh support malthondu ulla....""",not offensive
Nanu tulu matanaduvava adare tulu nadu irodu Karnataka dali adarinda modalu kannada ke paramukyathe kodbeku,not tulu
"Chaalipolilu, dabak daba aisa..",not offensive
"""manipande thuvod marwaidaleka baimuchid.",not offensive
"Ajjjishooonti gadaaa,pookli mayaa ayth ambrrrr savvvv",offensive untargeted
Comedy Nina saueda,offensive untargeted
that is disrespectufull i am also kannadiga respect tulu and kannada also. you are spreading hate,not tulu
Guru yochane maadu karnatakadalli business beku kannada board hakudre herike naaa? Magane nin bus suttogadu  aase edya,not tulu
Like comment views g daivan galasve atha,not offensive
copy nina  thigale 😂,not offensive
​@@raghav6556 ninna jaati neene idko maaraya.. adu kaaali marriage ge maatra limited aagide.. adu kooda eegeega follow madta illa. Tulunadinalli.. kevala tuluvaru maatra tuluvaragilla.. yella tulunadina bhaashegala janarige taayiyante Tulu... Karnataka sarakaarada malataayi doranege namma dikkaravide,not offensive
Vijay vittalnath shetty na appe saavun telupuna,offensive targeted
Naiye,offensive untargeted
Undu dada Anna diva panda jokupatigena dada namma tulunadu samskurthi unduvenaaaa,not offensive
Saavu marre.... Dada,offensive untargeted
ಅದನ್ನು ಅವರಿಗೂ ಹೇಳಿರಿ​@@samarthd9948,not tulu
Tulu bhasheda mitt abhimanad film tuyara ponda dala ijji nett.,not offensive
ಈ ಮಲ್ಪುನ ವೀಡಿಯೋ ಡ್ ಉಂದುವೇ ವಂತೆ  ಎಡ್ಡೆ ಉಪ್ಪುನಿ . ಬಾಕಿ ಮಾತ  ಬುರ್ನಸ್ . ಈ ಬಿಗ್ ಬಾಸ್ ಪ್ರೋಗ್ರಾಂ ಗ್ ಪೋವೋಲಿ . ಎಡ್ಡೆ ಎಂಟರ್ ಟೈನ್ ಮೆಂಟ್ ತಿಕ್ಕುಂಡು.,not offensive
Tm kannada use madappa .... Tamil Nadu bus gal na nodi math aadu kannada bage bandre chapali alli hoditheni .... namdu karnataka kannada language tm nam state jana bage think madu &amp; tulu language bage think madu aadu betu lowda tara Tamil Nadu andra pradesh anthyala .....,not tulu
Yenk masth  maja  comdey,not offensive
mitun rai n leppare ballitnd hindu virodhi n letd tappu malter vijayanne,not offensive
Yes for me also. My grand father who used to play this. When police comes they ran away anywhere in nearby padi.,not tulu
ammer korpinet ithther appe marakattiyer😂😂,not offensive
Comment odhare boidhinagul ora like korle.,not offensive
@@Tuluve2020 nik amma ijja?,not offensive
Dada karma undu v malupoda,not offensive
Supar voice dheeraj Rai  wow 🌹🌹🌹,not tulu
ee hero na thudu thudu bodidh pondu...bethe hero malpule....shaav,not offensive
Ogolo tulu yaro matadtare .obrunu nu nodilla .even mangaluru udupi malpe kundapura elli yalla tumba sala bandaga yaru matadiddu node ella 😅,not tulu
"Tulunadinalli kannada sa ide, namma purvajaru Tulu nadinavaru , namma uru Tulunadu adre mathanaduva bashe kannada, so kannada Tulu antha differentiate madbedi, namma rajya ondhe adu Karnataka ❤",not tulu
ಕಮ್ಮಿದ ಜೋಡಿ.. ಲವರ್ಸ್,not offensive
Swami koragajji matherna kapule ajja,not offensive
very beautiful song love from tanzania 🇹🇿 east africa🎉,not tulu
Cmdy dabba hero Encchi saavu,offensive untargeted
"ಏತ್ ಸರ್ತಿ ತೂಂಡಲಾ ಬೋರ್ ಆಪುಜಿ, ಹೈಕ್ಲಾಸ್ ಕಾಮೆಡಿ ಪಂಡ ನಮ್ಮ ತುಳು ಸಿನೆಮಾ ಕಾಮೆಡಿ. ಪ್ರತೀ ಸರ್ತಿ ತೂಪುನಗಲಾ",not offensive
Enchina episode nanala barad😃😅,not offensive
"Dada matha Maya undaaa, Yenchi saav marre !!",offensive untargeted
Puna ninna Pls stop malpu <br>Thooyera apuji Mastu irritating<br>Olpansala posu syla,offensive targeted
Full movie upload malpule pls.....,not offensive
Madee sari ijja Audio days marre,offensive targeted
Don&#39;t use bad words 😢.....here...,not tulu
"Daala edde ijji, comedy ath, naataka undu",not offensive
Yerna Maya ninna ammernana,offensive targeted
ದಾದೇ.. ಅರುಣೆರೆ... ಎರೆಡ ಬರೆಪಾದಿನಿ..? ಶ್ಹಿ... ಬರೆತಿನಾಯೆ..ಏರ್?,not offensive
ಏರೆನ್ ದೇವೆರ್ ಯೇದ್ದೆಡ್ ದಿವಾಡ್ ಮಾರ್ರೆ....... ಮತೇರೆನ್ಲ ತೆಳಿಪಡ್ ಏರ್ಲ ತೆಲ್ತೊಂಡಿಪ್ಪುಳೆ.......❤️❤️❤️,not offensive
Papaya baba 😄😄😅,not offensive
"@@eaglegaming7869 Adhu Karnatakada Karavali, Nivvan Thullu, Olagade Bekidre Nin Thull Naadu Nodko... Karnatakada Karavali, Kannada Naadina Karavali Adhu.... Nivan Thullag Naayi Tunni Etta🤪🤪🤪🤪🤪...",not tulu
Private challenge da copy ya,not offensive
Wroste namana yakshagana,not offensive
ಕರುನಾಡು ಅಲ್ಲ ಕನ್ನಡ ನಾಡು,not tulu
ಮಸ್ತ್ ಎಡ್ಡೆ Aatundu comedy,not offensive
poti mitth barbujjiwa marl marre,not offensive
ಚಡ್ಡಿ ಉಂಡ 😅 ಪಡಿಕೆ ಮೈಪೇರೆ ಒಳುದೇ,not offensive
ponnu jokulu ancha rakkasi leka thinere balli thuuu😂😂😂😂😂,not tulu
Nikk marla mareee Dane,offensive untargeted
Ninu gk punk bhata😂😂,offensive targeted
Ninna amma nalpa eippuna naei puliyadchi,not offensive
Nice jockeys Maxim Canada,not tulu
ತಾಂಟ್ರೆ very supper...,not offensive
Yeru Keralada 🐕 bvc Bhate,offensive targeted
ಹಾಡು ತುಂಬ ಚೆನ್ನಾಗಿದೆ,not tulu
Emotion daa loose motion like ittaanda,not offensive
Aristocratic mindset of organizers😢<br>When they come out to join real life,not tulu
Over athund .... word masth repeat maldar... so kenyare irritation apund...,not offensive
A story more tragic than Romeo and Juliet...🤣😭😭😭,not tulu
"Nikl yeth bobbe pandnla ynklu paterun tulutte , Jai Tulunadu",not offensive
ವಾಯ್ಸ್ ಅಮರ್ ಪ್ರಸಾದ್,not tulu
"ADBHUTHA, AMOGHA, VISMAYA SHAHABBAS !!!!!!!!!",not tulu
Comedy thoo Savda,offensive untargeted
Tulu nadalli Tulu Bhaase Ye Raaja,not tulu
ಸೂಪರ್ ಲಕ್ಷ್ಮಿ ಬಾರಮ್ಮ ಸೀರಿಯಲ್  ತನ್ವಿಕ್ಕ ನೀವು ಸೂಪರ್,not tulu
"ರೋಮಾಂಚನವೀ ಕನ್ನಡ, ಜೈ ಭುವನೇಶ್ವರಿ. ತುಳು ಭಾಷೆಯು❤ ನಮ್ಮ ಕರ್ನಾಟಕದ್ದೇ.ಸರ್ವ ಜನಾಂಗದ ಶಾಂತಿಯ ತೋಟ, ನಮ್ಮ ಕರುನಾಡು. ಇದನ್ನ ಒಡೆಯುವ ಕೆಲಸ ದಯವಿಟ್ಟು ಬೇಡ.",not tulu
"Pukuli dekkere neerijji, ainet meyna pukuli maya atund ge Moolu",offensive untargeted
Dala yedde ejji movie,not offensive
Yer actor pudar encha,not offensive
ee enchina telipunu saav shanti s,not offensive
Yeth sati avene pandond ulle maare aayena vaa size da pukuli,not offensive
ninna manas avu  > ninnamana sau,offensive untargeted
Umbe yer ya tulu nadudu kanada bord padreg panpinaye,not offensive
Supar video masth kushi and 🤩,not offensive
ಎಂಚಿನ ಸಾಂಗ್ ಮರೆ 😂😂😂😂 ಪುಕುಲಿ 😂😂😂😂,offensive untargeted
Mooleg marlu jorundu hspitalg admit malpule pls,not offensive
Thabbali nee naidamagane,offensive targeted
Discription d bolar kapikad pandh dhaye paadvar maarre,not offensive
Yenchina punk comidya Undu,offensive untargeted
All the videos are copied from @rj karishma🤣🤣😂😂,not tulu
ಮೊಲೆ ಇಂಚ ನನ ಮೊಲ್ನ ಜೋಕುಲು ಎಂಚನ ಮಾರೆ 😂,not offensive
"enkalna tuḷunaḍu! say no to @bjp4india @incindia or @janatadal_s ,these have done nothing but looted us,our resources if unity of tuluvas was able secure all mla, mp seats to bjp then so it is possible to @tuluverepaksha , we ourselves will represent in parliament.  #localparty ",not tulu
"ನಮ ಕರ್ನಾಟಕ ರಾಜ್ಯ/ಕೇರಳ ರಾಜ್ಯೊಡ್ ಇತ್ತಿನಾತ್ ದಿನ ತುಲುವೆರ್ ಪರವೂರು/ಪರ ದೇಸೊಗು ಬೇಲೆಗ್ ಪೊಪುನ ತಪ್ಪುಜ್ಜಿ, ರಾಷ್ಟ್ರೀಯ ಪಕ್ಷೊಲೆಗ್ ತುಲುನಾಡ್ ನ್ ಲಗಾಡಿ ದೆಪ್ಪುನವೆ ಪ್ರಮುಖ ಅಜೆಂಡಾ, ಎತ್ತಿನ ಹೊಳೆ ಯೋಜನೆ, ವಿನಾಶಕಾರಿ ಕೈಗಾರಿಕೆಲೆನ್ ಕೊಂದತ್ತ್ದ್ ತುಲುವೆರೆನ ಸಾಮೂಹಿಕ ವಲಸೆ ಪೊಪುನಂಚಿನ ಕುತಂತ್ರೊ ಉಂದು #tulunadjobfortuluvas ",not tulu
Atijanda nadap nayi Nikk tovare,offensive untargeted
mulu bunts olthu batthini😂? nikulna buntsnakalna movie nataka batthinerdh kola nemag dala beledanthilekka athndu,not offensive
Nik bega padme indame full movie padere sanniya,offensive untargeted
yeet addvt maare karma,not offensive
"ನಾಯಿ ಅಪುಂಡ.....ಜಾಸ್ತಿ.....ನಾಯಿ, ನಾಯಿ ಪಂಡಿನೊಟ್ಟಿಗೆ ಕಾಮಿಡಿ",offensive untargeted
Non sense.. Comedy da pudar d nurse na profession n wrong portray maltondh uller..,not offensive
Modi n nambud kullurchi bela tikkand.,not offensive
"""Y u telling in ur evry episod #a name of  santhu",not tulu
Oh.ninna.abatarane😅😅😅😅,not offensive
wat a supperb act......this is bale telipale,not tulu
sumar samaya andn dh  nikulu sort movi malpande😁😁😁,not offensive
last g dharmigu keryer marre😂😂,not offensive
Ee marledi n hospital sersali😂😂,offensive targeted
theater d undu nanala...podu thule,not offensive
Jai tulunadu❤,not offensive
"""english d panpina judge borchi plls, anchoring also""",not offensive
Bete vlog tudu malpuna😅😅 savv 😂😂 Copy cat...,offensive untargeted
😢😅 ನಿಮ್ಮ ಅಮ್ಮನ ತುಲ್ punk,offensive untargeted
Sav da allu arjun na song lakaii nett annd bhai aa,offensive targeted
Pukuli marre Ynechi,offensive untargeted
Pundi yedde ittnd korida gasi super combination,not offensive
rakshitha over malpuna 😂,not offensive
Mare sav add yeth,offensive untargeted
Undu bla bla bla movied LA edde ittand. With so many Randeep Boda,offensive untargeted
Pukuli pukuli pukuli,offensive targeted
Original song da link etthunda padle,not offensive
Undhu nijavaina bakthi atthu..... Please delete malpule,not offensive
Haha unthutha comedy😂😂😂,not offensive
"""eeth edde programmed inchina comedy bodchi, kutumba toopuna programme indu mata""",not offensive
Ur language is kannada so its very easy to u to say,not tulu
Your are best actor in big boss 😉😉😉,not tulu
"Yava bosudike yellidu,  yavudu Tulu language,  first get script then fight for it. Karnataka state kannada language fi😂",not tulu
Yer panni... ninna amme,offensive untargeted
@@darshanshetty300 ನೀನೊಬ್ಬ ಚಪ್ಪರ್,not tulu
E app wark apugi ye gulfd,not offensive
Superb jokes I love dis programs,not tulu
Santhu we love u bro..... Sry arpit 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,not tulu
100 k aandate nana santhu nu reveal malple,not offensive
Dada kure mare,not offensive
Sattyodu nadapule sattyodu eapla Jaya undu,not offensive
"Konkani language from goa.that is state language of <a href=""http://goa.how/"">goa.how</a> they can ask again here",not tulu
Ugliest language🤢,not tulu
@@siddhudraco496 kunnedanadu,not tulu
Yenk yer buruver mare.. avu Para dialouge,not offensive
"Bro Karnataka state dance yakajagana from tulunadu,kambala state sports from tulunadu, and Udupi hotels Karnataka dalli  thumba edave nav yavattu nivu tuluvaru anta hogde erodilla nav yavde state ge hodru modlu kelode udupi hotel ediya anta because nivu Karnataka davru anno onde reason okay tulu ge official status sigbeku even i am a kannadiga i support for that adanna bittu tulu state maadodu hege bro incase maadidru tulunadu alli 55% tulu speakers,30% kannada speakers and 15% konkani and byari language maatadoru edare avru kuda namge seperate state beku anta kutre yen maadtira avaga yest language na state language maadtira, tulu, kannada, konkani,hindi, English estu maadbekagutte estu yenadru aadre students knowledge tugolodu bittu 5 language kalibekagutte nav kannadigaru yavattu tulu avru bere state avr tara treat maadalla nammavre ankondivi sumne unnecessary haters na create maadtidira",not tulu
